,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
8906,33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,151,2,-1,0,unknown,no
38466,40,management,married,tertiary,no,592,yes,no,telephone,15,may,15,11,-1,0,unknown,no
39802,56,management,married,tertiary,no,1407,no,no,cellular,1,jun,388,1,-1,0,unknown,no
41847,22,services,single,secondary,no,129,no,no,cellular,16,oct,258,1,-1,0,unknown,yes
4108,26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351,1,-1,0,unknown,no
855,47,admin.,single,secondary,no,594,yes,no,unknown,7,may,161,1,-1,0,unknown,no
18467,46,blue-collar,divorced,unknown,no,2391,yes,no,cellular,31,jul,148,2,-1,0,unknown,no
19215,46,admin.,married,secondary,no,44,no,no,cellular,6,aug,175,2,-1,0,unknown,no
430,55,admin.,married,secondary,no,131,yes,no,unknown,6,may,744,1,-1,0,unknown,no
21738,53,blue-collar,married,secondary,no,20,no,no,cellular,19,aug,106,7,-1,0,unknown,no
11728,55,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,398,2,-1,0,unknown,no
40269,36,admin.,divorced,tertiary,no,4708,no,no,cellular,15,jun,104,1,-1,0,unknown,no
30470,36,student,single,secondary,no,624,no,no,cellular,5,feb,518,2,8,1,other,no
37420,25,blue-collar,single,primary,no,-289,yes,no,telephone,13,may,56,2,-1,0,unknown,no
11690,58,technician,married,primary,no,4015,no,no,unknown,20,jun,106,3,-1,0,unknown,no
29878,39,blue-collar,married,primary,no,33,yes,no,cellular,4,feb,211,1,-1,0,unknown,no
40956,67,retired,married,secondary,no,1146,no,no,cellular,13,aug,187,2,-1,0,unknown,no
10556,59,blue-collar,married,secondary,no,969,no,no,unknown,16,jun,270,1,-1,0,unknown,no
11159,50,housemaid,married,secondary,no,0,no,no,unknown,18,jun,551,1,-1,0,unknown,no
31433,25,management,single,tertiary,no,316,no,no,cellular,27,mar,347,2,-1,0,unknown,yes
29413,36,services,single,secondary,no,528,no,no,cellular,3,feb,225,2,-1,0,unknown,no
23824,56,management,married,tertiary,no,2925,no,no,cellular,29,aug,133,6,-1,0,unknown,no
24845,38,technician,married,tertiary,no,2453,yes,yes,cellular,18,nov,108,1,-1,0,unknown,no
31096,32,management,single,tertiary,no,312,no,no,cellular,17,feb,232,2,-1,0,unknown,yes
25286,44,management,married,tertiary,no,13853,yes,no,cellular,18,nov,1329,3,-1,0,unknown,no
18954,45,management,married,secondary,no,315,yes,no,cellular,4,aug,154,2,-1,0,unknown,no
42353,36,admin.,married,tertiary,no,0,no,no,cellular,25,nov,106,1,205,2,other,no
35346,31,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,113,2,345,1,other,no
4409,47,blue-collar,married,secondary,no,290,yes,no,unknown,20,may,409,2,-1,0,unknown,no
16206,53,admin.,divorced,secondary,no,223,yes,yes,cellular,22,jul,534,1,-1,0,unknown,no
3154,49,blue-collar,divorced,primary,no,380,yes,no,unknown,14,may,349,2,-1,0,unknown,no
26140,40,entrepreneur,married,secondary,no,1349,no,no,cellular,20,nov,82,3,-1,0,unknown,no
39674,58,retired,married,primary,yes,-235,no,yes,telephone,27,may,93,2,-1,0,unknown,no
32701,60,retired,married,primary,no,0,yes,no,cellular,17,apr,68,3,343,1,other,no
21411,48,technician,married,secondary,no,427,no,no,cellular,18,aug,202,14,-1,0,unknown,no
25125,32,admin.,married,secondary,no,1785,yes,no,cellular,18,nov,51,2,154,6,other,no
42188,63,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,yes
28061,42,blue-collar,single,secondary,no,583,no,no,cellular,28,jan,567,3,-1,0,unknown,no
40015,46,housemaid,married,tertiary,no,184,no,no,cellular,3,jun,167,1,-1,0,unknown,no
4115,57,management,married,primary,no,0,no,no,unknown,19,may,455,1,-1,0,unknown,no
24159,28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown,yes
18822,50,unemployed,single,secondary,no,588,no,no,cellular,31,jul,649,3,-1,0,unknown,no
15593,34,admin.,married,secondary,no,-45,yes,no,cellular,21,jul,88,4,-1,0,unknown,no
36440,44,blue-collar,married,primary,no,953,yes,no,cellular,11,may,772,2,357,1,failure,no
24272,40,technician,married,secondary,no,17,no,no,telephone,17,nov,192,1,-1,0,unknown,no
35853,53,services,married,secondary,no,125,yes,no,cellular,8,may,176,1,-1,0,unknown,no
32458,46,blue-collar,married,primary,no,57,yes,no,cellular,16,apr,797,1,-1,0,unknown,no
8258,45,blue-collar,married,primary,no,816,yes,no,unknown,2,jun,80,3,-1,0,unknown,no
36468,38,blue-collar,single,primary,no,0,yes,no,cellular,11,may,284,4,-1,0,unknown,no
36526,41,blue-collar,married,secondary,no,849,yes,yes,cellular,12,may,100,4,-1,0,unknown,no
33406,31,services,single,primary,no,181,yes,no,cellular,20,apr,93,3,340,2,other,no
41202,48,management,divorced,tertiary,no,1010,yes,no,cellular,20,aug,65,1,-1,0,unknown,no
23264,48,technician,divorced,tertiary,no,2328,no,no,cellular,27,aug,129,7,-1,0,unknown,no
36457,50,blue-collar,married,primary,no,0,yes,no,cellular,11,may,503,3,339,2,failure,no
32295,33,unemployed,married,tertiary,no,302,yes,yes,cellular,16,apr,670,1,-1,0,unknown,no
33766,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,no
11355,46,unknown,married,primary,no,110,no,no,unknown,19,jun,113,14,-1,0,unknown,no
21814,47,unemployed,married,primary,no,798,no,no,cellular,20,aug,89,2,-1,0,unknown,no
27938,54,admin.,married,secondary,yes,-1089,no,yes,cellular,28,jan,105,2,-1,0,unknown,no
35779,36,services,married,secondary,no,138,yes,no,cellular,8,may,39,3,-1,0,unknown,no
22465,46,services,married,secondary,no,273,no,no,cellular,22,aug,565,2,-1,0,unknown,yes
10952,44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown,no
10231,35,management,married,tertiary,no,810,no,no,unknown,11,jun,124,4,-1,0,unknown,no
44369,59,technician,single,secondary,no,571,no,yes,unknown,2,aug,25,1,-1,0,unknown,no
23238,38,management,married,tertiary,no,3228,no,no,cellular,27,aug,123,8,-1,0,unknown,no
15884,47,management,married,tertiary,no,393,yes,yes,cellular,21,jul,419,2,-1,0,unknown,no
16366,40,management,married,tertiary,no,294,yes,no,cellular,23,jul,97,5,-1,0,unknown,no
26000,35,management,married,tertiary,no,376,no,no,cellular,19,nov,223,4,-1,0,unknown,no
3425,57,services,married,secondary,no,84,yes,no,unknown,15,may,59,1,-1,0,unknown,no
21284,37,self-employed,married,secondary,no,3396,no,no,cellular,18,aug,69,6,-1,0,unknown,no
5125,31,management,married,tertiary,no,4924,yes,no,unknown,21,may,389,2,-1,0,unknown,no
42466,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,yes
215,40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,-1,0,unknown,no
29524,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,-1,0,unknown,yes
28205,51,management,single,tertiary,no,0,yes,no,telephone,29,jan,121,1,244,2,failure,no
21056,54,entrepreneur,married,tertiary,no,345,no,no,cellular,14,aug,183,6,-1,0,unknown,no
25749,40,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
23858,35,technician,married,secondary,no,-146,yes,no,cellular,29,aug,240,2,-1,0,unknown,no
30179,35,blue-collar,married,secondary,no,-151,yes,no,cellular,5,feb,96,2,-1,0,unknown,no
9680,53,retired,married,primary,no,17,no,yes,unknown,6,jun,104,2,-1,0,unknown,no
15897,51,admin.,married,secondary,no,907,yes,no,telephone,21,jul,722,3,-1,0,unknown,no
41864,45,blue-collar,single,secondary,no,0,yes,no,cellular,16,oct,283,1,165,3,failure,no
6997,51,blue-collar,married,primary,no,593,yes,no,unknown,28,may,157,2,-1,0,unknown,no
11730,45,blue-collar,married,unknown,no,550,no,yes,unknown,20,jun,97,1,-1,0,unknown,no
41483,31,management,married,tertiary,no,155,yes,no,cellular,8,sep,214,1,99,1,failure,no
34756,40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,no
12142,46,blue-collar,married,unknown,no,83,no,no,unknown,20,jun,38,5,-1,0,unknown,no
21895,33,technician,married,secondary,no,0,no,no,cellular,20,aug,113,4,-1,0,unknown,no
33044,33,blue-collar,single,secondary,no,476,yes,yes,cellular,17,apr,544,3,333,2,failure,no
32460,53,blue-collar,married,primary,no,241,yes,no,cellular,16,apr,1410,1,325,2,failure,no
44900,28,admin.,single,unknown,no,174,no,no,cellular,28,sep,184,1,-1,0,unknown,no
9622,39,services,single,secondary,no,158,yes,no,unknown,6,jun,354,2,-1,0,unknown,no
36428,32,blue-collar,married,secondary,no,222,yes,no,cellular,11,may,298,2,-1,0,unknown,no
29896,36,technician,married,tertiary,no,98,no,no,cellular,4,feb,146,1,-1,0,unknown,no
25111,34,management,married,tertiary,no,-85,no,no,cellular,18,nov,107,1,-1,0,unknown,no
8143,44,admin.,married,secondary,no,238,yes,yes,unknown,2,jun,306,4,-1,0,unknown,no
43230,64,retired,married,secondary,no,1220,no,no,cellular,5,mar,84,1,88,1,failure,no
13525,52,management,married,primary,no,324,no,no,cellular,9,jul,81,1,-1,0,unknown,no
30390,40,management,married,secondary,no,18,yes,no,cellular,5,feb,166,1,8,2,other,no
8510,27,admin.,single,secondary,no,691,yes,no,unknown,3,jun,418,2,-1,0,unknown,no
853,38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
3101,30,blue-collar,married,primary,no,1480,yes,no,unknown,14,may,360,2,-1,0,unknown,no
35177,34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,no
43908,58,management,married,tertiary,no,256,no,no,cellular,14,jun,508,1,186,4,success,no
30124,46,admin.,married,primary,no,96,no,no,telephone,4,feb,151,2,-1,0,unknown,no
42947,35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185,2,failure,yes
11338,58,housemaid,married,primary,no,2387,no,no,unknown,18,jun,55,2,-1,0,unknown,no
14636,44,admin.,divorced,secondary,no,4353,yes,no,cellular,15,jul,90,1,-1,0,unknown,no
16257,41,technician,married,secondary,no,0,no,yes,cellular,23,jul,107,1,-1,0,unknown,no
16974,34,technician,divorced,secondary,no,675,no,no,cellular,25,jul,81,2,-1,0,unknown,no
31377,32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,-1,0,unknown,yes
31981,49,admin.,divorced,secondary,no,190,yes,no,cellular,13,apr,421,1,-1,0,unknown,no
8018,46,blue-collar,married,secondary,no,3696,yes,no,unknown,2,jun,161,2,-1,0,unknown,no
6335,42,services,married,secondary,no,-437,yes,yes,unknown,27,may,318,1,-1,0,unknown,no
18628,34,services,married,unknown,no,0,yes,no,telephone,31,jul,65,4,-1,0,unknown,no
30763,33,blue-collar,single,tertiary,no,350,yes,no,cellular,6,feb,148,7,227,5,failure,no
6604,32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,no
22057,49,management,married,secondary,no,601,no,no,cellular,20,aug,278,6,-1,0,unknown,no
14519,59,management,married,tertiary,no,296,no,yes,cellular,15,jul,805,3,-1,0,unknown,yes
40685,57,retired,married,secondary,no,168,no,no,cellular,7,aug,342,1,-1,0,unknown,yes
8862,29,blue-collar,married,primary,no,220,yes,no,unknown,4,jun,187,2,-1,0,unknown,no
43265,29,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217,1,184,7,other,no
24469,51,technician,married,secondary,no,563,yes,no,cellular,17,nov,504,1,123,3,failure,no
969,30,services,single,secondary,no,21,yes,no,unknown,7,may,104,2,-1,0,unknown,no
32547,37,management,married,tertiary,no,0,yes,no,cellular,17,apr,236,3,-1,0,unknown,no
4222,51,management,single,tertiary,no,824,no,no,unknown,19,may,102,2,-1,0,unknown,no
3151,47,technician,married,secondary,no,351,yes,no,unknown,14,may,367,3,-1,0,unknown,no
15160,31,services,married,secondary,no,-30,yes,yes,cellular,17,jul,804,2,-1,0,unknown,no
30175,37,self-employed,married,secondary,no,126,no,yes,cellular,5,feb,313,7,-1,0,unknown,no
24810,51,admin.,divorced,secondary,no,390,no,no,telephone,18,nov,368,1,-1,0,unknown,no
36649,39,services,divorced,secondary,yes,-96,yes,yes,telephone,12,may,38,6,-1,0,unknown,no
4062,46,management,married,primary,no,357,yes,yes,unknown,19,may,221,2,-1,0,unknown,no
5960,32,technician,married,secondary,no,782,yes,no,unknown,26,may,116,4,-1,0,unknown,no
8295,30,unemployed,single,secondary,no,500,yes,no,unknown,2,jun,178,2,-1,0,unknown,no
12238,57,retired,married,secondary,no,573,no,no,unknown,20,jun,53,11,-1,0,unknown,no
19115,32,technician,married,secondary,no,524,no,no,cellular,5,aug,493,1,-1,0,unknown,no
1109,32,services,single,secondary,no,81,yes,no,unknown,7,may,126,5,-1,0,unknown,no
40851,71,retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
41375,43,management,divorced,unknown,no,7702,no,no,cellular,1,sep,108,7,102,3,success,no
10661,47,admin.,married,secondary,no,4307,no,no,unknown,16,jun,88,1,-1,0,unknown,no
14378,50,technician,married,secondary,no,85,no,no,cellular,14,jul,130,3,-1,0,unknown,no
4150,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no
39353,31,blue-collar,single,secondary,no,707,yes,no,cellular,18,may,52,2,-1,0,unknown,no
17278,42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,59,5,-1,0,unknown,no
33895,26,student,single,unknown,no,19,no,no,telephone,30,apr,268,1,-1,0,unknown,no
25623,34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,no
39151,28,management,single,secondary,no,1609,yes,no,cellular,18,may,98,2,315,3,failure,no
34222,49,admin.,married,secondary,no,3620,no,no,cellular,4,may,346,2,-1,0,unknown,no
35296,46,management,married,secondary,no,1363,yes,yes,cellular,7,may,60,4,-1,0,unknown,no
8569,36,blue-collar,married,secondary,no,-100,yes,no,unknown,3,jun,369,2,-1,0,unknown,no
39284,24,blue-collar,single,secondary,no,-398,yes,no,cellular,18,may,14,3,355,4,other,no
24550,50,admin.,married,unknown,no,4861,no,no,cellular,17,nov,256,2,-1,0,unknown,no
16689,59,blue-collar,divorced,primary,no,867,yes,no,cellular,24,jul,120,1,-1,0,unknown,no
17920,38,unemployed,single,secondary,no,7159,no,no,telephone,30,jul,285,2,-1,0,unknown,no
16474,41,management,married,tertiary,no,1408,no,no,cellular,23,jul,403,3,-1,0,unknown,no
43902,30,blue-collar,single,secondary,no,799,no,no,unknown,13,jun,674,1,-1,0,unknown,yes
35267,41,technician,single,secondary,no,32,yes,no,cellular,7,may,162,1,-1,0,unknown,no
14062,26,admin.,single,primary,no,528,yes,yes,cellular,11,jul,102,2,-1,0,unknown,no
22020,35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,67,5,-1,0,unknown,no
41866,74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,yes
26121,50,management,single,unknown,no,4666,no,no,cellular,19,nov,11,3,166,3,other,no
40980,33,admin.,married,secondary,no,1604,no,no,cellular,13,aug,78,2,-1,0,unknown,no
7613,45,housemaid,divorced,primary,no,413,yes,no,unknown,30,may,65,1,-1,0,unknown,no
10653,59,retired,married,primary,no,1085,no,no,unknown,16,jun,191,1,-1,0,unknown,no
16225,44,blue-collar,married,primary,no,-89,no,yes,cellular,23,jul,187,4,-1,0,unknown,no
20778,32,management,married,tertiary,no,1337,no,no,cellular,13,aug,283,2,-1,0,unknown,no
25073,37,management,married,primary,no,5427,no,no,cellular,18,nov,201,1,159,1,failure,no
20469,30,technician,single,secondary,no,700,yes,no,cellular,12,aug,73,2,-1,0,unknown,no
861,53,admin.,divorced,unknown,no,236,yes,no,unknown,7,may,354,1,-1,0,unknown,no
37841,52,self-employed,married,secondary,no,213,yes,no,cellular,14,may,164,2,-1,0,unknown,no
43575,32,admin.,married,tertiary,no,284,yes,no,cellular,29,apr,717,3,-1,0,unknown,yes
14573,41,technician,married,secondary,no,1321,yes,no,cellular,15,jul,315,2,-1,0,unknown,no
19915,57,admin.,married,secondary,no,3242,no,no,cellular,8,aug,521,4,-1,0,unknown,no
41178,47,housemaid,divorced,secondary,no,80,no,no,cellular,19,aug,196,2,-1,0,unknown,no
34129,39,management,married,tertiary,no,4539,no,no,cellular,30,apr,301,1,-1,0,unknown,no
39883,56,services,divorced,secondary,no,935,no,no,cellular,2,jun,136,1,96,3,failure,no
19134,38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,unknown,yes
25687,49,admin.,single,secondary,no,0,no,no,cellular,19,nov,325,2,-1,0,unknown,no
39678,43,management,married,tertiary,no,1188,no,no,cellular,27,may,140,2,-1,0,unknown,no
43764,47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,yes
13753,60,blue-collar,married,secondary,no,721,no,no,cellular,10,jul,160,1,-1,0,unknown,no
41807,62,services,married,primary,no,276,no,no,cellular,14,oct,80,2,-1,0,unknown,no
8213,42,blue-collar,married,secondary,no,443,yes,no,unknown,2,jun,671,5,-1,0,unknown,yes
32520,47,blue-collar,married,secondary,no,2128,yes,no,telephone,17,apr,98,1,-1,0,unknown,no
28461,31,services,single,secondary,no,1015,no,no,cellular,29,jan,100,1,-1,0,unknown,no
8383,32,technician,single,secondary,no,1279,yes,no,unknown,3,jun,1173,3,-1,0,unknown,yes
20215,60,retired,married,secondary,no,1210,no,no,cellular,11,aug,231,2,-1,0,unknown,no
44886,38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure,no
31453,30,admin.,single,tertiary,no,311,no,no,cellular,31,mar,158,2,-1,0,unknown,yes
18007,47,management,divorced,tertiary,no,8226,yes,no,cellular,30,jul,137,2,-1,0,unknown,no
41,50,management,married,secondary,no,49,yes,no,unknown,5,may,180,2,-1,0,unknown,no
41434,43,management,married,tertiary,no,13450,yes,no,cellular,4,sep,128,1,-1,0,unknown,no
40366,61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success,yes
4552,39,admin.,divorced,secondary,no,-607,yes,no,unknown,20,may,374,2,-1,0,unknown,no
19779,31,management,single,tertiary,no,30,no,no,cellular,8,aug,161,2,-1,0,unknown,no
5380,28,blue-collar,married,primary,no,4,yes,no,unknown,23,may,7,1,-1,0,unknown,no
29780,55,management,married,primary,no,384,no,no,telephone,4,feb,75,1,-1,0,unknown,no
38330,39,management,married,primary,no,197,yes,no,cellular,15,may,193,1,-1,0,unknown,no
13912,30,entrepreneur,married,secondary,no,1160,no,yes,cellular,10,jul,244,1,-1,0,unknown,no
713,56,retired,divorced,primary,no,4,yes,no,unknown,6,may,31,3,-1,0,unknown,no
44320,22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
21110,43,management,married,tertiary,no,2616,yes,no,cellular,14,aug,301,5,-1,0,unknown,no
42201,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
21799,52,management,married,secondary,no,264,no,no,cellular,20,aug,68,8,-1,0,unknown,no
5096,37,blue-collar,married,secondary,no,1818,yes,no,unknown,21,may,273,1,-1,0,unknown,no
35428,31,management,single,secondary,no,202,yes,no,cellular,7,may,590,1,-1,0,unknown,no
40768,26,student,single,secondary,no,1608,no,no,cellular,10,aug,89,2,102,2,success,no
22102,30,technician,married,tertiary,no,0,no,no,cellular,21,aug,351,6,-1,0,unknown,no
6178,34,management,married,secondary,no,-294,yes,no,unknown,27,may,532,2,-1,0,unknown,no
30239,60,unemployed,divorced,secondary,no,4,no,no,telephone,5,feb,882,2,-1,0,unknown,no
34802,30,technician,married,secondary,no,616,yes,no,cellular,6,may,19,1,-1,0,unknown,no
4678,32,technician,married,unknown,no,196,yes,no,unknown,20,may,196,6,-1,0,unknown,no
11238,44,blue-collar,single,unknown,no,4330,no,no,unknown,18,jun,16,9,-1,0,unknown,no
5935,40,blue-collar,married,primary,no,104,yes,no,unknown,26,may,470,2,-1,0,unknown,no
35114,35,blue-collar,married,primary,no,2953,yes,no,telephone,6,may,97,2,-1,0,unknown,no
24410,45,admin.,single,secondary,no,597,no,yes,telephone,17,nov,73,1,-1,0,unknown,no
26210,34,entrepreneur,married,tertiary,no,368,no,yes,cellular,20,nov,366,4,-1,0,unknown,no
